,season,episode_number,title,airdate,rating,total_votes,desc,series
315,3,15,Destiny,1997-02-06,7.4,1702,Sisko faces a conflict between his Starfleet duties and his role as the Bajoran Emissary when an ancient Bajoran prophecy predicts a joint Federation-Cardassian project will lead to the destruction of the wormhole.,DS9
316,3,16,Prophet Motive,1997-02-13,6.7,1643,Grand Nagus Zek is acting bizarre by giving away money and rewriting the Rules of Acquisition. Quark attempts to get the old Nagus back.,DS9
317,3,17,Visionary,1997-02-20,7.8,1752,"While a Romulan delegation tries to get information about the Dominion, O'Brien gets visions of unpleasant things that are about to happen in the future.",DS9
318,3,18,Distant Voices,1997-02-27,6.4,1711,"After being attacked in the infirmary, Dr. Bashir has a dual mystery on his hands: what has happened to the station while he was out and why is he aging so rapidly now?",DS9
319,3,19,Through the Looking Glass,1997-03-06,7.4,1714,Sisko is kidnapped and forced to impersonate his deceased mirror universe counterpart in order to convince Jennifer Sisko to defect to the Terran Rebellion.,DS9
320,3,20,Improbable Cause,1997-03-13,8.5,1984,"After an attempt is made on Garak's life, Odo conducts the investigation on who tried to murder the Cardassian tailor - and why.",DS9
321,3,21,The Die Is Cast,1997-03-13,8.9,2123,"Now rejoined with his former mentor, Garak is ordered to interrogate Odo about the secrets of his people, while the joined Romulan/Cardassian attack fleet moves towards the Founders' home world on a mission of destruction.",DS9
322,3,22,Explorers,1997-03-20,7.2,1783,"Sisko rebuilds an ancient Bajoran space vessel from the blueprints, and he and Jake take the ship on a trip, attempting to prove that the ancient Bajorans went beyond their solar system without warp drive.",DS9
323,3,23,Family Business,1997-03-27,7.2,1700,"Quark and Rom return to the Ferengi home world because their mother has broken the law - by wearing clothes and earning profits, forbidden for women in Ferengi society.",DS9
324,3,24,Shakaar,1997-04-03,6.9,1618,News arrives that Kai Winn has also become Bajor's political leader. She asks Kira to negotiate with an old resistance friend about returning soil reclamators.,DS9
325,3,25,Facets,1997-04-10,7.1,1652,Dax asks the crew to join her Zhian'tara ritual. The memories of her former hosts will take over their bodies. Nog is preparing for Starfleet Academy.,DS9
326,3,26,The Adversary,1997-04-17,8.2,1772,"The Defiant is off to show the Federation's presence to the new Tzenkethi government. While underway the ship malfunctions and repeated instances leads Sisko to believe a changeling's onboard, engaging in sabotage.",DS9
327,4,1,The Way of the Warrior,1997-04-24,9.0,2480,Sisko becomes uncomfortable when the Klingons station a task force to help defend against the Dominion. Worf is summoned to find out their true intentions.,DS9
328,4,2,The Visitor,1997-05-01,9.1,3567,"Melanie, an aspiring writer, wants to know why Jake Sisko stopped writing at 40. Jake tells how his father died in an accident and then suddenly reappeared.",DS9
329,4,3,Hippocratic Oath,1997-05-08,7.7,1800,Bashir is asked to help a group of renegade Jem'Hadar break their addiction to ketracel white. Meanwhile Worf is dissatisfied with the way Odo runs security.,DS9
330,4,4,Indiscretion,1997-05-15,7.7,1766,"Kira and Gul Dukat go after the lost prison ship Ravinok. Dukat has a secret. Meanwhile Kasidy Yates tries to find work near Bajor, leaving Sisko uncomfortable.",DS9
331,4,5,Rejoined,1997-05-22,7.0,1899,"Lenara Kahn, the new host of the wife of Dax's former host Torias, comes to the station. While they're not allowed to renew their relation, there's still a spark.",DS9
332,4,6,Starship Down,1997-06-05,7.7,1773,A damaged Defiant must play a dangerous game of cat-and-mouse with two Jem'Hadar ships inside a gas giant.,DS9
333,4,7,Little Green Men,1997-05-29,8.4,2223,"Quark and Rom take Nog to Earth and Starfleet Academy, but a malfunction with the ship takes the crew back in time, to Roswell, New Mexico in 1947.",DS9
334,4,8,The Sword of Kahless,1997-06-12,7.0,1702,"Worf, Dax and the Klingon Dahar master Kor set out to find an ancient lost relic: the Sword of Kahless.",DS9
335,4,9,Our Man Bashir,1997-07-10,7.9,1958,"When a transporter emergency turns the command crew into holosuite characters, Bashir's James Bond fantasy takes on a deadly reality.",DS9
336,4,10,Homefront,1997-07-24,8.3,1887,Sisko travels to Earth when a bombing at a Federation conference is determined to be the work of Changelings.,DS9
337,4,11,Paradise Lost,1997-07-31,8.3,1866,"When Starfleet institutes martial law to combat the Changeling Menace, Sisko begins to question if the Dominion is the real threat.",DS9
338,4,12,Crossfire,1997-08-14,7.2,1665,"First Minister Shakaar visits the station, despite a threat of assassination. He falls in love with Kira much to Odo's dismay.",DS9
339,4,13,Return to Grace,1997-08-21,7.7,1687,"Dukat returns, stripped of his prestige, to escort Kira to a Cardassian conference about the Dominion. But an attack by a Klingon raider may give Dukat a chance to redeem himself in the eyes of his government.",DS9
340,4,14,Sons of Mogh,1997-08-28,7.2,1652,"Worf's brother Kurn asks him to perform a death rite to regain his lost honor. Meanwhile, Kira and O'Brien investigate Klingon activity near the Bajoran border.",DS9
341,4,15,Bar Association,1997-09-04,7.4,1727,"Unfair working conditions and pay cuts cause Rom to organize a union of the employees of Quark's Bar. Meanwhile, Worf still finds it hard to settle on the station.",DS9
342,4,16,Accession,1997-09-11,7.2,1613,A man claiming to be the emissary comes through the wormhole. Sisko is happy to give up his position. Meanwhile Keiko returns and O'Brien stops spending time with Bashir.,DS9
343,4,17,Rules of Engagement,1997-09-18,7.3,1711,"When Worf destroys a civilian shuttle during an engagement with the Klingons, an extradition hearing is held to see if he must face charges.",DS9
344,4,18,Hard Time,1997-09-25,8.2,1972,O'Brien tries to re-integrate to life on the station after serving 20 years in a virtual prison.,DS9
345,4,19,Shattered Mirror,1997-10-02,7.1,1624,"When the Mirror Universe counterpart of Sisko's deceased wife lures Jake to the other side, Sisko must follow and help the Terran resistance against the Alliance forces.",DS9
346,4,20,The Muse,1997-10-09,5.7,1683,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father's wishes - even if it means marrying her himself.,DS9
347,4,21,For the Cause,1997-10-16,7.8,1702,Sisko must face betrayal when evidence surfaces that Kasidy is smuggling for the Maquis. Meanwhile Garak makes acquaintance with Ziyal.,DS9
348,4,22,To the Death,1997-10-23,8.0,1757,A renegade group of Jem'Hadar plunders Deep Space Nine. Sisko agrees to a combat operation with loyal Jem'Hadar to prevent the renegades completing a planetary gateway.,DS9
349,4,23,The Quickening,1997-10-30,7.6,1684,Bashir tries to help a planet in the grips of a Dominion-engineered plague that guarantees a painful death.,DS9
350,4,24,Body Parts,1997-11-06,7.4,1665,"Quarks hears on Ferenginar he is going to die. Rom convinces him to sell his remains. After an accident, Bashir has to move Keiko's baby to Kira's womb.",DS9
351,4,25,Broken Link,1997-11-13,8.2,1700,Odo is suddenly struck by illness. He is barely able to hold shape. Bashir and Odo see no other alternative than going to the Founders. Garak wants to come along.,DS9
352,5,1,Apocalypse Rising,1997-09-29,8.2,1809,"With the war between Klingons and Federation intensifying, Sisko must make a plan to expose Gowron as a changeling. Odo is still having trouble with becoming a solid.",DS9
353,5,2,The Ship,1998-01-15,8.0,1826,The crew is forced to retreat in a crashed Jem'Hadar ship after an attack by the Jem'Hadar. They get the feeling there's something very important about this ship.,DS9
354,5,3,Looking for Par'Mach in All the Wrong Places,1998-01-22,7.6,1797,"While Worf helps Quark to pursue his former wife Grilka, O'Brien and Kira grow uncomfortably close to each other.",DS9
355,5,4,Nor the Battle to the Strong,1998-01-29,7.5,1742,"Jake, reporting from the front lines, sees what war truly is.",DS9
356,5,5,The Assignment,1996-10-28,7.3,1630,An alien entity has possessed Keiko's body and is holding it hostage until O'Brien completes an assignment for it.,DS9
357,5,6,Trials and Tribble-ations,1998-02-12,9.3,3422,Sisko tells two men from Temporal Investigations how he and his crew went back in time to when Captain James Kirk of the first Starship Enterprise exposed a Klingon spy with the help of Tribbles.,DS9
358,5,7,Let He Who Is without Sin...,1998-02-19,5.6,1787,"While vacationing on Risa, Worf and Dax meet a group of fundamentalist protesters who claim that the Federation has gone soft.",DS9
359,5,8,Things Past,1998-02-26,7.4,1670,"Sisko, Dax, Odo and Garak find themselves in the past when the Cardassians controlled the station, and a crime that Odo investigated may be the key.",DS9
360,5,9,The Ascent,1998-03-05,7.4,1684,"When Odo and Quark crash land, they must put aside their differences to climb a mountain to signal for help. Jake and Nog try to be roommates, but their different styles clash.",DS9
361,5,10,Rapture,1998-03-12,7.2,1627,"Sisko begins having visions that may show him how to best help Bajor, but they're killing him.",DS9
362,5,11,The Darkness and the Light,1998-03-19,6.9,1613,A mysterious assassin begins wiping out all the members of Kira's old resistance cell.,DS9
363,5,12,The Begotten,1998-09-24,7.8,1713,"The discovery of an infant Changeling gives Odo a chance to correct what he sees as the ""mistakes"" in his upbringing. But as Starfleet's pressure for results grows, he has to turn to his ""father,"" Dr. Mora.",DS9
364,5,13,For the Uniform,1998-10-01,7.8,1777,"When the traitorous Eddington returns, Sisko will go to any lengths to capture him.",DS9
365,5,14,In Purgatory's Shadow,1998-10-08,8.7,1938,"A coded message from the Gamma Quadrant leads Garak to believe his mentor, Enabran Tain, is still alive. He and Worf seek him out, only to discover something much worse: a Dominion invasion fleet poised to attack the Alpha Quadrant.",DS9
366,5,15,By Inferno's Light,1998-10-15,8.8,1950,The station readies for a Dominion attack. Worf and Garak meet some unexpected friends in a Dominion Prison camp.,DS9
367,5,16,"Doctor Bashir, I Presume",1998-10-22,7.8,1756,"Dr. Bashir is selected to be the model for the next-generation of Emergency Medical Hologram (EMH). But he balks when his parents are invited to the station to be interviewed by the EMH programmer, Dr. Zimmerman. There is a dark secret in his family that he's afraid that his parents will reveal.",DS9
368,5,17,A Simple Investigation,1998-10-29,6.6,1581,Odo (Rene Auberjonois) becomes romantically attached to a woman (Dey Young) working with the Orion Syndicate.,DS9
369,5,18,Business as Usual,1998-11-05,7.2,1569,Quark must wrestle with his conscience when he becomes involved with arms merchants.,DS9
370,5,19,Ties of Blood and Water,1998-11-12,7.2,1543,"When a Cardassian official (Lawrence Pressman), who thinks of Kira (Nana Visitor) as his daughter, is dying, he agrees to reveal all he knows to her. But the experience dredges up Kira's memories of her own father's (Thomas Kopache) death.",DS9
371,5,20,Ferengi Love Songs,1998-11-19,6.7,1548,Quark doesn't know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.,DS9
372,5,21,Soldiers of the Empire,1998-11-26,7.6,1645,Dax and Worf accompany Martok on his first command since being held by the Dominion. But the ship they are given hasn't seen victory in months and the crew is near mutinous.,DS9
373,5,22,Children of Time,1998-12-03,8.0,1891,"The DS9 crew discovers a small colony on a remote world that was originally populated by them 200 years earlier due to a time-travel accident with the Defiant. The current colonists lives depend on making sure that accident happens again, even though they've now forwarned the crew that it will happen. Each crew member needs to decide if they are willing to give up their lives on DS9 in order to preserve the history of the colony.",DS9
374,5,23,Blaze of Glory,1998-12-10,7.5,1571,"Driven to desperation by the Dominion, the Maquis launch a massive bio-weapons strike towards Cardassia. Sisko must trust the traitor Eddington to try to stop them.",DS9
375,5,24,Empok Nor,1998-12-17,7.8,1666,"While salvaging components from DS9's sister station, the crew run afoul of a ""surprise"" left behind by the Cardassians.",DS9
376,5,25,In the Cards,1997-06-09,7.7,1690,"Jake and Nog go through hell and high water, from participating in an auction to dealing with the Dominion, to receiving a Willie Mays baseball card, all in order to cheer up the war-fatigued Captain Sisko.",DS9
377,5,26,Call to Arms,1999-01-07,9.0,1932,"With the continuing battalions of Jem'Hadar entering the Alpha Quadrant in preparation for war, Sisko decides to mine the wormhole to prevent further troop movement. This provokes a confrontation between the Dominion and the Federation, forcing Sisko to abandon DS9.",DS9
378,6,1,A Time to Stand,1999-10-21,8.5,1799,"Borrowing a captured Jem'Hadar attack ship, Sisko and crew embark on a mission to destroy the hidden base where all of the ketracel-white is stored for the entire Alpha Quadrant.",DS9
379,6,2,Rocks and Shoals,1999-10-27,8.5,1913,"Sisko and his crew crash on a barren world when their commandeered Jem'Hadar ship is shot down. They encounter Jem'Hadar who crashed there earlier, and have taken Nog and Garak hostage in exchange for medical aid for their Vorta overseer.",DS9
380,6,3,Sons and Daughters,1999-11-03,7.0,1623,"Serving with his recruit son aboard a Klingon vessel, Worf finds his relationship with his son strained. Meanwhile, strained relationships abound on DS9 between Major Kira and Gul Dukat.",DS9
381,6,4,Behind the Lines,1999-11-10,7.9,1658,"After forming an attack plan on the Dominion, Sisko relinquishes command of the Defiant to Dax after accepting a promotion. On DS9, the resistance faces discovery when Odo links with another changeling.",DS9
382,6,5,Favor the Bold,1999-11-17,8.5,1798,"Sisko mounts an attack to re-take DS9, while Rom faces charges as an enemy of the Dominion state.",DS9
383,6,6,Sacrifice of Angels,1999-12-01,9.0,2073,"The Federation attacks DS9 in hopes of keeping the mine field at the wormhole intact, while the Dominion waits entrance to the Alpha Quadrant from the other side.",DS9
384,6,7,You Are Cordially Invited,1999-12-08,7.3,1714,"Suddenly desiring to wed within the week on DS9, Worf and Jadzia go through their own Klingon rituals: Worf on a four day bachelor party with the male members of the crew & Jadzia deals with her prospective mother-in-law, who totally opposes the idea of ""an alien"" marrying into her Klingon household.",DS9
385,6,8,Resurrection,1999-12-15,5.7,1588,Major Kira takes a romantic interest in the mirror universe counterpart of her deceased lover Bareil after he transports himself into her universe and onto DS9.,DS9
386,6,9,Statistical Probabilities,1999-12-22,7.5,1746,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in hopes of integrating them with the rest of the universe.,DS9
387,6,10,The Magnificent Ferengi,2000-01-05,8.1,1952,"At the request of the Grand Nagus, Quark puts together a mission to rescue Quark's mother, who is in the hands of the Dominion.",DS9
388,6,11,Waltz,2000-01-12,7.8,1744,"After being attacked by Cardassian forces, Sisko gets stranded with a very psychotic Gul Dukat, who was being transported to his trial. Meanwhile the crew of the Defiant races to rescue survivors.",DS9
389,6,12,Who Mourns for Morn?,2000-01-19,7.6,1750,A former patron of Quark's bequeaths everything to him.,DS9
390,6,13,Far Beyond the Stars,2000-01-26,8.8,3152,Captain Sisko has a full sensory vision of himself as an under-appreciated science fiction magazine writer in 1950s America.,DS9
391,6,14,One Little Ship,2000-02-02,7.6,1729,"A Dominion attack on the Defiant endangers Dax, Bashir and O'Brien aboard the runabout U.S.S. Rubicon as they enter an anomaly that shrinks them to a very minute size. Unfortunately, they were being held stable by the Defiant within a tractor beam, which was discontinued during the attack.",DS9
392,6,15,Honor Among Thieves,2000-02-16,7.3,1661,Chief O'Brien goes undercover to infiltrate an Orion crime ring.,DS9
393,6,16,Change of Heart,2000-02-23,7.1,1594,"Worf and Jadzia travel to the badlands to procure some information on the Dominion from a traitorous Cardassian. Bashir wants to engage in a holo-suite spy simulation, but O'Brien prefers to brush up on his tongo game after watching Jadzia lose to Quark.",DS9
394,6,17,Wrongs Darker than Death or Night,2000-03-01,6.8,1572,"After receiving some disturbing information from Gul Dukat, Major Kira seeks Sisko's approval as Emissary to travel back in time to find out the truth about her mother.",DS9
395,6,18,Inquisition,2000-03-08,8.2,1802,"Dr. Bashir's plans to attend a medical conference at a breezy resort are canceled when Starfleet Intelligence boards DS9, suspecting the doctor of treason.",DS9
396,6,19,In the Pale Moonlight,2000-03-15,9.4,3543,"To save the Federation in a critical scheme, Sisko comes to realize that he must violate its fundamental principles to do so.",DS9
397,6,20,His Way,2000-03-29,7.4,1853,Odo is schooled in the ways of romance by a holographic programmed lounge singer.,DS9
398,6,21,The Reckoning,2000-04-12,7.1,1570,"Spiritualists on Bajor summon Captain Sisko to the planet surface, where they show him a stone tablet with some unknown inscriptions. Once on DS9, the inscription reveals an ancient prophecy of coming disasters surrounding the wormhole, Bajor, and DS9, as those around him voice their uneasiness about Sisko being an Emissary for the planet.",DS9
399,6,22,Valiant,2000-05-03,6.9,1710,"Jake and Nog's runabout come under attack from the Jem'Hadar, and are rescued by the Valiant, a ship manned by Red Squad, an elite group of young Starfleet cadets.",DS9
400,6,23,Profit and Lace,2000-05-10,5.8,1732,"Quark's mother and the Grand Nagus show up on DS9, announcing a new amendment to the Bill of Opportunities he has instituted on the home planet of Ferenganar, and then follows up with the announcement, that, due to the new amendment, chaos has followed and he has been deposed.",DS9
401,6,24,Time's Orphan,2000-05-17,6.2,1663,"The Chief's daughter gets caught in a time displacement and when they get her back, she is considerably older.",DS9
402,6,25,The Sound of Her Voice,2000-05-24,7.4,1654,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark's latest scheme for story research.",DS9
403,6,26,Tears of the Prophets,2000-06-01,8.2,1691,"When Sisko is picked to head up an attack on the Cardassian homeworld, the Prophets appear to him in a vision, warning him of impending doom if he leaves the station.",DS9
404,7,1,Image in the Sand,2001-01-24,7.6,1670,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back on DS9, Kira deals with a promotion and handling the decisions surrounding her command, and finding herself wishing for the return of Sisko. And Worf deals with the loss of his wife, Jadzia Dax.",DS9
405,7,2,Shadows and Symbols,2001-01-31,7.9,1695,"Ezri Dax joins Sisko and his family on his quest for the Orb of the Emissary. Colonel Kira mounts a blockade around a Bajoran moon, where the Romulan hospital is - along with thousands of Romulan missles (claimed to be defensive in purpose). Quark joins Bashir & O'Brien as they join Worf, aboard a Klingon warship as they mount a dangerous mission in Jadzia Dax's name in an effort to get her spirit into Sto-vo-kor, the Klingon's heaven.",DS9
406,7,3,Afterimage,2001-02-21,7.2,1568,"Sisko tries to convince Ezri to stay in Starfleet and serve aboard DS9, as Ezri tries to get to know Jadzia's friends aboard the station, especially Worf. Meanwhile, Garak tries to deal with a severe bout of claustrophobia.",DS9
407,7,4,Take Me out to the Holosuite,2001-02-28,7.4,1928,A Vulcan captain challenges Sisko to a game of baseball.,DS9
408,7,5,Chrysalis,2001-03-21,7.0,1631,"Dr. Bashir attempts to bring one of his genetically engineered friends out of the catatonic state she is in, and when he is successful, he begins to fall for her.",DS9
409,7,6,"Treachery, Faith and the Great River",2001-03-28,8.2,1685,"A Vorta offers Odo valuable information on the Dominion in exchange for asylum. Meanwhile, Nog tries his Ferengi knowledge as he wheels and deals for a valuable piece of equipment for Chief O'Brien.",DS9
410,7,7,Once More Unto the Breach,2001-04-11,7.6,1608,An aged Kor requests an opportunity to die with honor as a warrior.,DS9
411,7,8,The Siege of AR-558,2001-04-18,8.6,2077,Capt. Sisko and his away team volunteer to stay with a besieged unit at an isolated outpost.,DS9
412,7,9,Covenant,2001-05-09,6.7,1534,Kira is kidnapped and taken to Empok Nor by a member of a Pah'Wraith cult and discovers the group leader is Gul Dukat.,DS9
413,7,10,It's Only a Paper Moon,2001-05-16,8.2,1962,"Severely depressed at his serious war wound, Nog retreats into Vic Fontaine's holosuite program while the singer tries to help him.",DS9
414,7,11,Prodigal Daughter,2001-05-23,6.3,1508,Ezri travels to her family home in search of Chief O'Brien who has discovered a murdered woman connected with the family and the Orion Syndicate.,DS9
415,7,12,The Emperor's New Cloak,2001-05-30,6.3,1497,Quark and Rom have to rescue Grand Nagus Zek who's being held captive in the alternate universe.,DS9
416,7,13,Field of Fire,2001-06-06,6.6,1526,"To find an apparently untraceable murderer, Ezri Dax reluctantly calls up the residual consciousness remnant of her symbiont's past hidden psychopathic murderer host, Joran.",DS9
417,7,14,Chimera,2001-06-13,7.2,1524,"After searching out and finding Odo, another changeling asks him to leave DS9 with him, even though the rest of the crew aren't convinced the new changeling is not part of the Founders.",DS9
418,7,15,"Badda-Bing, Badda-Bang",2001-06-20,7.6,1780,"When a programming glitch won't go away, mobsters take over Vic's and open for business, but the DS9 gang takes it personal when their favorite hangout is no longer their favorite, and they plan to get the new management ousted.",DS9
419,7,16,Inter Arma Enim Silent Leges,2001-07-11,8.3,1721,"While making plans to attend a medical conference on the Romulan home world, Dr. Bashir is contacted by Sloane of Section 31 and recruited to determine the health of a high-ranking Romulan official. Things turn more desperate, though, when the ranking Starfleet admiral traveling with him, who knows about Section 31's interest in the conference mysteriously suffers a brain aneurysm after Dr. Bashir finds out that Sloane is traveling with the group, as well.",DS9
420,7,17,Penumbra,2001-07-25,7.4,1452,"When the ship Worf was serving on is attacked in battle and all search efforts are abandoned, Ezri takes a runabout in search of him against Sisko's orders. Meanwhile, Sisko proposes to Kassidy Yates.",DS9
421,7,18,'Til Death Do Us Part,2001-08-01,7.5,1440,"The Prophets have told Sisko they do not approve of his impending marriage. Having been captured by the Breen, Ezri and Worf still don't know why the Breen would even bother to capture them. Some Cardassians are beginning to think their alliance with the Dominion was a grave mistake. Gul Dukat, disguised as a Bajoran, sets foot on DS9, and continues to unfurl his plan.",DS9
422,7,19,Strange Bedfellows,2001-08-15,7.9,1485,"Kai Winn gets unknowingly involved with Gul Dukat, surgically altered to resemble a Bajoran, using the name 'Anjohl.' Tensions further escalate between Weyoun and Legate Damar, as the Dominion gather to sign a peace treaty with the Breen, which includes granting the Breen certain Cardassian territories. Having been held captive by the Dominion, Ezri and Worf try to escape from the Cardassian home world.",DS9
423,7,20,The Changing Face Of Evil,2001-08-22,8.4,1556,"After the Breen attack Earth, mixed emotions abound on DS9. Kai Winn reveals her true feelings regarding the Prophets to her spiritual guide, a Bajoran farmer named Anjohl, who is a surgically altered Dukat, and turns her back on them, and convinced by him to embrace the Pah Wraiths. On the home world of Cardassia, Legate Damar mounts a resistance to the Dominion.",DS9
424,7,21,When It Rains...,2001-08-29,8.1,1479,"Kira gets sent behind Cardassian lines in an effort to train them in resistance fighting. When Dr. Bashir learns of the deadly disease Odo is infected with, he meets with resistance whilst trying to obtain Odo's medical records from Starfleet. Martok gets blindsided by Gowron when he arrives on DS9, announcing he has assumed command of the Klingon fleet.",DS9
425,7,22,Tacking into the Wind,2001-09-05,8.7,1612,"Odo is affected by the disease threatening to eliminate his race more than he lets on, while Kira has to deal with the Cardassians' dislike of her. Even though General Martok sees Chancellor Gowron's move as part of a political vendetta, he does nothing about it. Worf suspects Gowron's military strategies are meant to humiliate Martok's command abilities, without thought the consequences have for Klingons as a whole. Meanwhile, O'Brien suggests to Bashir he announce he's found a cure to the Changelings' disease to lure someone from Section 31 to DS9.",DS9
426,7,23,Extreme Measures,2001-09-12,7.7,1509,Dr. Bashir and Chief O'Brien go to some pretty extreme measures to try and track down a cure for Odo.,DS9
427,7,24,The Dogs of War,2001-09-19,8.2,1544,"Odo begins recovery from the deadly disease which Dr. Bashir tells him had been engineered by Section 31 in order to wipe out the Founders' entire race, A resistance mission goes bad for Kira and Garak, and they end up hiding in the basement of the house which Garak grew up in. They soon hear Legate Damar - who had been on their mission and was hiding with them - has just become a casualty of war. The Grand Nagus has chosen Quark to become his successor, upon his impending retirement on the pleasure planet, Risa.",DS9
428,7,25,What You Leave Behind,1999-06-02,8.9,2184,"As the Dominion War comes to an end, Dukat goes to the Pah Wraiths to awaken them. Meanwhile the Dominion turn on the rebelling Cardassians, destroying them city by city. Will the Alliance prevail over the Dominion? Will Garak and the Rebellion stop them before the destruction of Cardassia? Will Sisko stop the Pah Wraiths from rising?",DS9
429,1,1,Caretaker,1996-08-26,7.4,3781,"While pursuing the trail of Maquis rebels, a newly commissioned Starfleet ship gets pulled to the far side of the galaxy.",VOY
430,1,2,Parallax,1996-09-29,7.1,1999,"Tensions rise between the merged starfleet and maquis crews when they find another ship caught within a quantum singularity, only find there's more to the ship than it seems.",VOY
431,1,4,Time And Again,1996-10-06,7.1,1951,"The Voyager crew discovers a planet which recently suffered a horrific catastrophe. Upon investigation, Janeway and Paris are sent back in time before the disaster and are faced with the decision of whether to try to stop it.",VOY
432,1,5,Phage,1996-10-13,7.1,1877,"Searching to replenish their dilithium supplies, Voyager encounters the Viidans who assault other races for their organs. Neelix is attacked and his lungs taken. Now it's a race against time to retrieve the stolen lungs and save his life.",VOY
433,1,6,The Cloud,1996-10-20,6.4,1825,Voyager becomes trapped in a strange nebula when the crew searches for a new power source for the ship.,VOY
434,1,7,Eye of the Needle,1996-10-27,8.2,2078,"When the Voyager crew encounters a wormhole and makes contact with a Romulan ship on the other side, it raises the crew's hopes of getting back to Earth.",VOY
435,1,8,Ex Post Facto,1996-11-03,6.6,1803,Tuvok plays detective when Paris is wrongfully convicted by an alien race of murder.,VOY
436,1,9,Emanations,1996-11-10,6.7,1786,"When the crew finds a mysterious alien burial ground within an asteroid, a unknown phenomenon that teleports the bodies suddenly transports Kim to another planet where an alien race believes he is a being from the afterlife.",VOY
437,1,10,Prime Factors,1996-11-17,7.3,1805,The crew encounters a hedonistic alien race with the ability to travel through the galaxy at will -- an ability that may be the key to Voyager's returning home.,VOY
438,1,11,State of Flux,1996-11-24,7.6,1766,"A fatal disaster aboard a Kazon ship reveals mishandled Federation technology at its heart, which indicates a traitor aboard Voyager.",VOY
439,1,12,Heroes And Demons,1996-12-08,6.7,1783,"When Harry disappears during his Beowulf holonovel, Chakotay and Tuvok, sent to investigate, disappear as well. Not wanting to lose anymore crewmembers, the Doctor's transferred to the holodeck to investigate.",VOY
440,1,13,Cathexis,1996-12-15,6.7,1657,An encounter with a peculiar nebula suddenly leaves Chakotay brain dead and unconscious. The crew is left with a mysterious but powerful force of onboard that can take over the minds of the crew members.,VOY
441,1,14,Faces,1996-12-22,7.2,1765,"In an attempt to develop a cure for the Phage, a Vidiian doctor captures Torres and splits her into her 2 halves, one human. the other, Klingon.",VOY
442,1,15,Jetrel,1996-12-29,7.2,1720,Neelix is diagnosed with a fatal illness by a Haakonian named Jetrel. The same man who'd developed a doomsday weapon which destroyed a Talaxian moon and killed Neelix's family.,VOY
443,1,16,Learning Curve,1997-01-05,7.1,1674,"As Neelix's cooking sickens Voyager itself, Tuvok runs the four most problematic Maquis malcontents through a Starfleet-style boot camp.",VOY
444,2,1,The 37's,1997-02-23,7.3,1962,"The Voyager crew discovers several people who were abducted during 1937, including Amelia Earhart, cryogenically frozen on a distant planet.",VOY
445,2,2,Initiations,1997-03-02,6.5,1668,Chakotay is captured by a young Kazon who is undergoing a manhood ritual.,VOY
446,2,3,Projections,1997-01-19,7.9,1901,The doctor tries to determine what is real and what is not when he is activated due to what appears to be a ship-wide emergency.,VOY
447,2,4,Elogium,1997-01-26,5.9,1664,The Voyager encounters a swarm of mysterious life forms that has a strange effect on the ship's key operating system and who's presence accelerates Kes' reproductive cycle.,VOY
448,2,5,Non Sequitur,1997-03-16,6.8,1729,Harry Kim wakes up in San Francisco having never been assigned to Voyager which Starfleet considers lost.,VOY
449,2,6,Twisted,1997-02-02,6.9,1697,A strange spatial distortion afflicts the ship and has the entire crew literally lost on their own ship.,VOY
450,2,7,Parturition,1997-03-23,6.4,1591,"After a disagreement over Kes, Neelix and Tom Paris are trapped together on an alien planet and must work together so that they and their alien baby ward can survive.",VOY
451,2,8,Persistence Of Vision,1997-03-30,6.8,1609,The Voyager crew enters a new region of space and begins to see hallucinations. The Captain sees her holonovel characters come to life.,VOY
452,2,9,Tattoo,1997-04-06,6.1,1655,"Finding a familiar cultural symbol on an away mission, Chakotay connects with an experience he had as a child and tries to contact his spirit people.",VOY
453,2,10,Cold Fire,1997-04-13,7.0,1616,"The Caretaker's remains resonate, which might well mean that its mate is nearby. The trail leads to a space colony of Ocampa with psychokinetic powers.",VOY
454,2,11,Maneuvers,1997-04-20,7.1,1567,After the Kazon steal some Federation technology Chakotay goes after them on his own and is captured.,VOY
455,2,12,Resistance,1997-04-27,7.0,1629,Disguised while on an away mission Captain Janeway is rescued by a man who thinks that she is his daughter.,VOY
456,2,13,Prototype,1997-05-11,7.5,1722,"B'Elanna gives aid to a failing automated device found adrift in space. After the repairs, the device recalls what its purpose was - and carries it out.",VOY
457,2,14,Alliances,1997-05-18,7.2,1577,Janeway tries to make an alliance with a Kazon sect for their own protection and so they can continue their journey through the Delta Quadrant.,VOY
458,2,15,Threshold,1997-05-25,5.3,1986,Tom's attempt to cross the time warp threshold and make a name for himself results in rapid physical mutation.,VOY
459,2,16,Meld,1997-06-01,7.8,1813,"Tuvok mind-melds with a murderous Maquis crewman to better understand the roots of serial killing, losing control of himself in the process.",VOY
